brand,model,model_year,mileage,fuel_type,transmission,exterior_color,interior_col,accident,clean_title,price,engine_size_L,car_age,miles_per_year
Honda,S2000 Base,2002,110500,Gasoline,Manual,Yellow,Red,None reported,Yes,27000,2.0,23,4804.347826086957
Chevrolet,Corvette Base,2000,97500,Gasoline,Manual,Yellow,Black,None reported,Yes,10000,5.7,25,3900.0
Chevrolet,Colorado Z71,2020,20909,Gasoline,Automatic,Red,Jet Black,None reported,Yes,35387,3.6,5,4181.8
Mercedes-Benz,S-Class S 63 AMG,2013,77648,Gasoline,Automatic,Silver,Black,None reported,Yes,40000,5.5,12,6470.666666666667
Bentley,Continental GTC Base,2013,79422,Gasoline,Automatic,Black,Black,None reported,Yes,64000,6.0,12,6618.5
GMC,Sierra 2500 SLE H/D Extended Cab,2002,53850,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,16900,8.1,23,2341.304347826087
Audi,SQ5 3.0T Premium,2020,21832,Gasoline,Automatic,Blue,Black,None reported,Yes,42000,3.0,5,4366.4
Toyota,Corolla iM Base,2017,41932,Gasoline,Manual,Black,Black,None reported,Yes,18700,1.8,8,5241.5
GMC,Yukon XL SLT,2017,110000,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,34999,5.3,8,13750.0
Toyota,Tundra 1794,2020,67400,Gasoline,Automatic,Black,Brown,None reported,Yes,47500,5.7,5,13480.0
Subaru,WRX Premium,2017,62662,Gasoline,Manual,Red,Black,At least 1 accident or damage reported,Yes,24000,2.0,8,7832.75
Subaru,WRX Base,2015,102000,Gasoline,Manual,White,Black,At least 1 accident or damage reported,Yes,18000,2.0,10,10200.0
INFINITI,Q50 Premium,2014,79785,Gasoline,Automatic,Red,White,At least 1 accident or damage reported,Yes,16488,3.7,11,7253.181818181818
Chevrolet,Suburban Premier,2017,166549,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,24950,5.3,8,20818.625
Toyota,Sequoia Limited,2006,190656,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,8900,4.7,19,10034.526315789473
Dodge,Challenger R/T Scat Pack,2016,7928,Gasoline,Manual,Red,Red,None reported,Yes,37500,Unknown,9,880.8888888888889
Porsche,Cayenne GTS,2009,135606,Gasoline,Unknown,Black,Black,None reported,Yes,15000,4.8,16,8475.375
Kia,Telluride S,2023,14700,Gasoline,Automatic,Blue,Black,None reported,Yes,39900,3.8,2,7350.0
Mercedes-Benz,AMG E 63 S 4MATIC,2019,12985,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,96000,4.0,6,2164.1666666666665
BMW,Z4 sDrive35is,2014,4200,Gasoline,Unknown,White,Red,None reported,Yes,64995,3.0,11,381.8181818181818
Subaru,Impreza 2.0i Sport,2017,44000,Gasoline,Manual,Red,Black,None reported,Yes,23500,2.0,8,5500.0
Dodge,Dart SE,2015,66000,Gasoline,Manual,Black,Black,None reported,Yes,12000,2.0,10,6600.0
Land,Rover Range Rover P525 Westminster,2021,17945,Gasoline,Automatic,Santorini Black Metallic,Ebony,None reported,No,89900,5.0,4,4486.25
Nissan,370Z Base,2013,106700,Gasoline,Manual,Red,Black,None reported,Yes,17500,3.7,12,8891.666666666666
Cadillac,Escalade ESV Luxury,2020,120000,Gasoline,Automatic,Black,Black,None reported,Yes,55000,6.2,5,24000.0
Mercedes-Benz,E-Class E 350,2012,59600,Gasoline,Unknown,White,Beige,None reported,Yes,19900,3.5,13,4584.615384615385
Kia,Optima Hybrid EX,2012,117220,Hybrid,Automatic,Black,Black,None reported,Yes,8900,2.4,13,9016.923076923076
Chevrolet,Silverado 3500 LTZ,2022,85200,Diesel,Automatic,Silver,Gray,None reported,Yes,67500,6.6,3,28400.0
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,63450,Gasoline,Manual,White,Black,None reported,Yes,24325,2.0,7,9064.285714285714
Dodge,Ram 1500 SRT-10,2004,73000,Gasoline,Manual,Black,Gray,None reported,Yes,22500,8.3,21,3476.190476190476
Scion,tC Anniversary Edition,2014,115000,Gasoline,Manual,Silver,Silver,None reported,Yes,11495,2.5,11,10454.545454545454
Land,Rover Range Rover 5.0L Supercharged Autobiography,2016,56000,Gasoline,Automatic,Black,Brown,None reported,Yes,49900,5.0,9,6222.222222222223
Lexus,LS 500 Base,2018,67296,Gasoline,Automatic,–,Unknown,None reported,No,40900,3.5,7,9613.714285714286
Chevrolet,Suburban 1500 LT,2015,179200,Gasoline,Automatic,Black,Unknown,At least 1 accident or damage reported,Yes,16000,5.3,10,17920.0
Maserati,GranTurismo Base,2015,28000,Gasoline,Automatic,White,Red,None reported,Yes,44999,4.7,10,2800.0
Porsche,911 Carrera Turbo,2003,155000,Gasoline,Manual,Black,Black,None reported,Yes,55000,3.6,22,7045.454545454545
Hyundai,Sonata Hybrid Base,2012,154000,Hybrid,Automatic,Green,Gray,At least 1 accident or damage reported,Yes,8500,2.4,13,11846.153846153846
Cadillac,CTS Luxury,2012,62500,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,18955,3.0,13,4807.692307692308
BMW,323 Ci,2000,177700,Gasoline,Automatic,Silver,Black,None reported,Yes,2500,2.5,25,7108.0
Tesla,Model 3 Standard Range Plus,2019,83700,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,26000,Unknown,6,13950.0
Chevrolet,1500 Cheyenne Extended Cab,1995,120000,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,6500,Unknown,30,4000.0
Nissan,370Z Touring,2012,65000,Gasoline,Manual,Gray,Black,None reported,Yes,21500,3.7,13,5000.0
Mercedes-Benz,GLS 450 Base 4MATIC,2018,62808,Gasoline,Automatic,Black,Unknown,At least 1 accident or damage reported,No,38598,3.0,7,8972.57142857143
Ford,Mustang GT Premium,2021,3000,Gasoline,Manual,Red,Black,None reported,Yes,49500,5.0,4,750.0
Audi,Q5 2.0T Premium,2012,119000,Gasoline,Automatic,Gray,Unknown,None reported,Yes,12000,2.0,13,9153.846153846154
RAM,2500 Big Horn,2013,198868,Diesel,Automatic,Brown,Beige,None reported,Yes,25000,6.7,12,16572.333333333332
Dodge,Ram 1500 ST,2011,188000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,8500,3.7,14,13428.57142857143
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,157405,Gasoline,Automatic,Black,Black,None reported,Yes,10750,3.5,12,13117.083333333334
Dodge,Challenger SRT Hellcat,2016,8228,Gasoline,Automatic,Blue,Black,None reported,Yes,62500,6.2,9,914.2222222222222
Land,Rover Range Rover 3.0L Supercharged HSE,2018,73101,Gasoline,Automatic,Blue,Beige,None reported,Yes,42950,3.0,7,10443.0
BMW,M4 Base,2018,10950,Gasoline,Manual,White,White,None reported,Yes,60995,3.0,7,1564.2857142857142
Mercedes-Benz,S-Class S 560 4MATIC,2018,63160,Gasoline,Automatic,Black,Unknown,At least 1 accident or damage reported,Yes,47000,4.0,7,9022.857142857143
Land,Rover Range Rover 5.0L V8 Supercharged,2019,31866,Gasoline,Automatic,–,Unknown,None reported,No,68900,5,6,5311.0
Chevrolet,Express 3500 Base,2009,75000,Gasoline,Automatic,White,Gray,None reported,Yes,18900,6.0,16,4687.5
Toyota,4Runner TRD Pro,2016,98000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,36000,4.0,9,10888.888888888889
Mazda,MX-5 Miata Grand Touring,2012,33576,Gasoline,Manual,Red,Beige,None reported,Yes,18900,2.0,13,2582.769230769231
Volkswagen,Touareg VR6 Lux,2012,123200,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,12449,3.6,13,9476.923076923076
Jaguar,XJ Base,2013,112000,Gasoline,Automatic,Blue,White,None reported,Yes,8800,3.0,12,9333.333333333334
Chevrolet,Camaro 2SS,2010,68000,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,19500,6.2,15,4533.333333333333
INFINITI,G37 x,2012,120000,Gasoline,Unknown,Red,Black,At least 1 accident or damage reported,Yes,14500,3.7,13,9230.76923076923
BMW,X6 xDrive50i,2019,45000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,46999,4.4,6,7500.0
Chevrolet,Camaro LT1,2022,6700,Gasoline,Automatic,Gray,Black,None reported,Yes,39500,6.2,3,2233.3333333333335
Porsche,Taycan Base,2021,6785,Gasoline,Automatic,Gentian Blue Metallic,Black,None reported,No,108900,Unknown,4,1696.25
Mercedes-Benz,S-Class S 63 AMG,2015,40900,Gasoline,Automatic,White,Unknown,None reported,Yes,59750,5.5,10,4090.0
Cadillac,Escalade ESV Premium Luxury,2018,74150,Gasoline,Automatic,Gold,Brown,None reported,Yes,45000,6.2,7,10592.857142857143
Toyota,Camry Hybrid XLE,2014,94448,Hybrid,Automatic,Silver,Gray,None reported,Yes,15999,2.5,11,8586.181818181818
Audi,A6 3.0T Prestige,2015,108000,Gasoline,Unknown,Black,Brown,None reported,Yes,19998,3.0,10,10800.0
BMW,X5 M Base,2012,118000,Gasoline,Unknown,White,Orange,At least 1 accident or damage reported,Yes,17000,4.4,13,9076.923076923076
Jaguar,F-PACE SVR,2020,38800,Gasoline,Unknown,Black,Black,None reported,Yes,57500,5.0,5,7760.0
BMW,740 i,2017,55000,Gasoline,Unknown,White,Black,None reported,Yes,40000,3.0,8,6875.0
BMW,M340 i xDrive,2021,34967,Hybrid,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,49999,3.0,4,8741.75
Jeep,Wrangler Unlimited Sport,2016,85325,Gasoline,Automatic,Black,Black,None reported,Yes,30000,3.6,9,9480.555555555555
RAM,2500 Tradesman,2018,63750,Gasoline,Automatic,Gray,Gray,None reported,Yes,36000,6.4,7,9107.142857142857
Ford,Mustang V6,2016,87248,Gasoline,Automatic,Black,Black,None reported,Yes,19999,3.7,9,9694.222222222223
BMW,328 i,1997,206000,Gasoline,Manual,Red,Black,At least 1 accident or damage reported,Yes,15900,2.8,28,7357.142857142857
Mercedes-Benz,GL-Class GL 450,2011,112854,Gasoline,Automatic,White,Black,None reported,Yes,11999,4.7,14,8061.0
Rivian,R1S Adventure Package,2023,1150,Gasoline,Automatic,Green,Black,None reported,Yes,96850,Unknown,2,575.0
Tesla,Model Y Long Range,2023,10000,Gasoline,Automatic,Blue,Black,None reported,Yes,48000,Unknown,2,5000.0
Mercedes-Benz,E-Class E 350,2022,14100,Gasoline,Automatic,Gray,Black,None reported,Yes,53000,2.0,3,4700.0
BMW,X7 xDrive40i,2023,14360,Hybrid,Automatic,Black,Black,None reported,Yes,85495,3.0,2,7180.0
Chevrolet,Trailblazer RS,2023,10000,Gasoline,Automatic,Blue,Black,None reported,Yes,32000,1.3,2,5000.0
Chevrolet,Suburban 1500 LTZ,2015,217500,Gasoline,Automatic,Black,Black,None reported,Yes,20000,5.3,10,21750.0
Chevrolet,Suburban Premier,2021,73846,Gasoline,Automatic,Midnight Blue Metallic,Jet Black,None reported,Yes,60995,5.3,4,18461.5
Jeep,Gladiator Overland,2020,40000,Gasoline,Unknown,Gray,Black,None reported,Yes,45000,3.6,5,8000.0
GMC,Yukon XL AT4,2023,9980,Gasoline,Automatic,Black,Black,None reported,Yes,82000,5.3,2,4990.0
Mazda,Mazda6 Grand Touring Reserve,2019,41997,Gasoline,Automatic,Black,Black,None reported,Yes,24995,2.5,6,6999.5
Alfa,Romeo Giulia Ti,2021,2000,Gasoline,Automatic,Blue,Brown,None reported,Yes,39000,2.0,4,500.0
Mercedes-Benz,CLA-Class CLA 250,2016,42750,Gasoline,Unknown,Black,Black,At least 1 accident or damage reported,Yes,22999,2.0,9,4750.0
BMW,330 330i xDrive,2019,19473,Gasoline,Automatic,Alpine White,Canberra Beige,None reported,No,31698,2.0,6,3245.5
Volkswagen,Beetle 2.0T S,2019,35340,Gasoline,Automatic,Black,Gray,None reported,Yes,23000,2.0,6,5890.0
Mercedes-Benz,CLK-Class CLK 350,2008,93000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,12000,3.5,17,5470.588235294118
Audi,RS 7 4.0T Prestige,2014,66150,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,47995,4.0,11,6013.636363636364
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,2022,19352,Plug-In Hybrid,Automatic,Blue,Beige,None reported,Yes,54599,2.0,3,6450.666666666667
Land,Rover Range Rover Supercharged LWB,2020,81000,Gasoline,Automatic,Black,Black,None reported,Yes,64800,5.0,5,16200.0
Toyota,Sequoia Limited,2011,183000,Gasoline,Automatic,Gold,Beige,None reported,Yes,16000,5.7,14,13071.42857142857
Jeep,Wrangler X,2004,44000,Gasoline,Manual,Green,Green,At least 1 accident or damage reported,Yes,24999,4.0,21,2095.2380952380954
Audi,S5 3.0T Premium,2021,18100,Gasoline,Automatic,Gray,Gray,None reported,Yes,51800,3.0,4,4525.0
Land,Rover Range Rover Sport Supercharged,2011,40000,Gasoline,Unknown,Blue,Brown,At least 1 accident or damage reported,Yes,20000,5.0,14,2857.1428571428573
Mercedes-Benz,Sprinter 2500,2011,120000,Diesel,Automatic,Black,Gray,None reported,Yes,31999,3.0,14,8571.42857142857
Toyota,Sequoia Platinum,2023,325,Hybrid,Automatic,Blue,Gray,None reported,Yes,84997,3.4,2,162.5
Maserati,Quattroporte S GranLusso,2017,55000,Gasoline,Automatic,Blue,Black,None reported,Yes,39100,3.0,8,6875.0
Toyota,Land Cruiser Base,1996,233000,Gasoline,Automatic,Blue,Gray,None reported,Yes,7500,Unknown,29,8034.482758620689
Lamborghini,Aventador SVJ Base,2021,6987,Gasoline,Unknown,–,Nero Ade,None reported,Yes,749950,6.5,4,1746.75
Ford,Mustang Bullitt,2019,48500,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,44999,5.0,6,8083.333333333333
RAM,2500 Tradesman,2018,52000,Diesel,Automatic,Gray,Black,None reported,Yes,50000,6.7,7,7428.571428571428
Toyota,FJ Cruiser Base,2007,179000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,17900,4.0,18,9944.444444444445
Dodge,Charger Scat Pack,2019,42626,Gasoline,Automatic,Silver,Red,None reported,Yes,42000,6.4,6,7104.333333333333
Lexus,GX 460 Base,2018,65900,Gasoline,Unknown,Gray,Black,At least 1 accident or damage reported,Yes,34700,4.6,7,9414.285714285714
Genesis,GV80 2.5T,2022,7523,Gasoline,Automatic,Black,Black,None reported,No,54543,2.5,3,2507.6666666666665
Jaguar,F-PACE 30t R-Sport,2019,34365,Gasoline,Automatic,Yulong,Ebony,None reported,No,59598,2.0,6,5727.5
Kia,Sportage S,2021,16949,Gasoline,Automatic,Hyper Red,Black,None reported,Yes,24995,2.4,4,4237.25
Mercedes-Benz,S-Class S 580 4MATIC,2022,7968,Hybrid,Automatic,White,White,None reported,Yes,104999,4.0,3,2656.0
Porsche,Panamera Base,2018,61000,Gasoline,Unknown,Gray,Gray,None reported,Yes,57500,3.0,7,8714.285714285714
INFINITI,QX80 Base,2018,100564,Gasoline,Automatic,Black,Graphite,None reported,No,23105,5.6,7,14366.285714285714
Ford,Maverick Lariat,2022,13700,Hybrid,CVT,Blue,Brown,None reported,Yes,39500,2.5,3,4566.666666666667
Kia,Telluride SX,2021,38612,Gasoline,Automatic,Ebony Black,Black,None reported,No,42242,3.8,4,9653.0
Chevrolet,Colorado Z85,2005,155000,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,7995,3.5,20,7750.0
Mercedes-Benz,E-Class E 550,2017,56000,Gasoline,Unknown,Gray,White,None reported,Yes,35750,4.7,8,7000.0
Land,Rover Range Rover Sport SVR,2022,15107,Gasoline,Automatic,Santorini Black Metallic,Ebony,None reported,No,114900,5.0,3,5035.666666666667
Toyota,Corolla Hybrid LE,2022,44459,Hybrid,Automatic,Silver,Gray,None reported,Yes,22945,1.8,3,14819.666666666666
Mercedes-Benz,E-Class E 300 4MATIC,2017,31000,Gasoline,Automatic,Blue,White,At least 1 accident or damage reported,Yes,38000,2.0,8,3875.0
Mercedes-Benz,SLK-Class SLK 350,2012,44000,Gasoline,Unknown,Gray,White,At least 1 accident or damage reported,Yes,22222,3.5,13,3384.6153846153848
Mercedes-Benz,E-Class E 400 4MATIC,2018,22558,Gasoline,Automatic,Black,Black,None reported,Yes,47645,3.0,7,3222.5714285714284
Jeep,Wrangler X,2003,116157,Gasoline,Automatic,Beige,Beige,None reported,Yes,14250,4.0,22,5279.863636363636
Lincoln,Navigator Premiere,2018,23500,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,50000,3.5,7,3357.1428571428573
Chevrolet,Corvette Base,2008,28150,Gasoline,Unknown,Red,Beige,None reported,Yes,31000,6.2,17,1655.8823529411766
GMC,Yukon XL Denali,2016,137500,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,29500,6.2,9,15277.777777777777
Mercedes-Benz,Metris Base,2021,2284,Gasoline,Automatic,Black,Tan,None reported,Yes,157500,2.0,4,571.0
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,350,Gasoline,Unknown,Black,Beige,None reported,Yes,195000,4.4,2,175.0
Ford,Explorer XLT,2017,169000,E85 Flex Fuel,Automatic,White,Beige,None reported,Yes,13000,3.5,8,21125.0
Ferrari,488 GTB Base,2018,17761,Gasoline,Automatic,Rosso Corsa,Nero,None reported,No,243900,3.9,7,2537.285714285714
Chevrolet,Camaro 2SS,2010,8949,Gasoline,Manual,Yellow,Black,None reported,Yes,30000,6.2,15,596.6
BMW,750 i xDrive,2020,25108,Gasoline,Automatic,Black,Black,Unknown,No,66000,4.4,5,5021.6
Land,Rover Range Rover 3.0L Supercharged HSE,2016,103000,Gasoline,Unknown,Black,Black,None reported,Yes,33999,3.0,9,11444.444444444445
Porsche,911 Carrera 4 Cabriolet,2003,87600,Gasoline,Unknown,Black,Black,At least 1 accident or damage reported,Yes,32000,3.6,22,3981.818181818182
Maserati,MC20 Base,2022,1087,Gasoline,Automatic,Matte White,Black,None reported,Yes,279000,3.0,3,362.3333333333333
Mercedes-Benz,CLA-Class CLA 250,2015,76753,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,15999,2.0,10,7675.3
Mercedes-Benz,Metris Base,2019,10500,Gasoline,Automatic,Black,Brown,None reported,Yes,79500,2.0,6,1750.0
Mercedes-Benz,E-Class E 350 4MATIC,2011,199000,Gasoline,Automatic,Silver,Black,None reported,Yes,9250,3.5,14,14214.285714285714
Lexus,LS 460 L,2007,127980,Gasoline,Automatic,Blue,Beige,None reported,Yes,9999,4.6,18,7110.0
BMW,X6 xDrive40i,2023,16307,Hybrid,Automatic,Red,White,None reported,Yes,71400,3.0,2,8153.5
Audi,S5 3.0T Prestige,2021,13566,Gasoline,Automatic,Daytona Gray Pearl Effect,Magma Red,None reported,No,57900,3.0,4,3391.5
Audi,Q7 Premium Plus,2022,22588,Hybrid,Automatic,Navarra Blue,Saiga Beige,None reported,No,52598,3.0,3,7529.333333333333
Jaguar,XE 25t,2019,41452,Gasoline,Unknown,White,Black,At least 1 accident or damage reported,Yes,22500,2.0,6,6908.666666666667
Genesis,G80 3.3T Sport,2019,57500,Gasoline,Automatic,Red,Black,None reported,Yes,32990,3.3,6,9583.333333333334
BMW,M2 Competition,2020,500,Gasoline,Automatic,Black,Black,None reported,Yes,70000,3.0,5,100.0
Subaru,Impreza WRX Premium,2014,55000,Gasoline,Manual,White,Black,None reported,Yes,30000,2.5,11,5000.0
GMC,Sierra 2500 Base,2021,8210,Gasoline,Automatic,White,Black,None reported,Yes,55000,6.6,4,2052.5
Lincoln,Nautilus Reserve,2021,18160,Gasoline,Automatic,Silver Radiance,Slate,None reported,No,46850,2.7,4,4540.0
Jaguar,XF XFR-S,2013,4279,Gasoline,Automatic,White,Black,Unknown,No,70000,5.0,12,356.5833333333333
Mercedes-Benz,Sprinter Normal Roof,2013,39748,Diesel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,54995,3.0,12,3312.3333333333335
Toyota,Land Cruiser Base,1998,160000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,12490,4.7,27,5925.925925925926
Toyota,Tacoma PreRunner,2013,65000,Gasoline,Automatic,Silver,Gray,None reported,Yes,20500,2.7,12,5416.666666666667
BMW,Z4 sDrive28i,2016,59000,Gasoline,Automatic,Black,Beige,None reported,Yes,25000,2.0,9,6555.555555555556
BMW,530e Base,2022,22700,Plug-In Hybrid,Automatic,White,Black,None reported,Yes,47000,2.0,3,7566.666666666667
Mercedes-Benz,GLA 250 Base 4MATIC,2018,56578,E85 Flex Fuel,Automatic,White,Black,None reported,Yes,20900,2.0,7,8082.571428571428
Hyundai,Genesis 4.6,2010,153332,Gasoline,Unknown,Silver,Black,At least 1 accident or damage reported,Yes,10000,4.6,15,10222.133333333333
Cadillac,ATS 3.6L Luxury,2013,89700,Gasoline,Automatic,Black,Red,None reported,Yes,17999,3.6,12,7475.0
Lincoln,Town Car Signature,2002,118600,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,5230,4.6,23,5156.521739130435
GMC,Sierra 1500 SLT,2021,23400,Gasoline,Automatic,Black,Black,None reported,Yes,52000,6.2,4,5850.0
Mercedes-Benz,Sprinter High Roof,2015,110000,Diesel,Automatic,White,Gray,None reported,Yes,29000,3.0,10,11000.0
Jaguar,XJ Vanden Plas,2008,87888,Gasoline,Automatic,Black,Black,None reported,Yes,11990,4.2,17,5169.882352941177
Lexus,RC 350 Base,2015,73800,Gasoline,Automatic,Black,Black,None reported,No,26999,3.5,10,7380.0
Audi,S3 2.0T Premium Plus,2015,78124,Gasoline,Automatic,Blue,Black,None reported,Yes,21500,2.0,10,7812.4
Subaru,WRX Limited,2015,91000,Gasoline,Manual,Red,Black,At least 1 accident or damage reported,Yes,19000,2.0,10,9100.0
Dodge,Ram 2500 SLT Quad Cab,2003,114000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,10700,5.7,22,5181.818181818182
Subaru,WRX Limited,2015,76000,Gasoline,Manual,Blue,Black,None reported,Yes,21000,2.0,10,7600.0
Audi,RS 4 4.2 quattro L,2008,146500,Gasoline,Manual,Red,Black,At least 1 accident or damage reported,Yes,30000,4.2,17,8617.64705882353
Porsche,911 Carrera,2007,26021,Gasoline,Manual,Silver,Gray,None reported,Yes,53999,3.6,18,1445.611111111111
Audi,A4 2.0T Premium Plus,2015,73000,E85 Flex Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,17200,2.0,10,7300.0
Audi,A4 3.2 Premium Plus quattro,2009,153000,Gasoline,Automatic,Gray,Beige,None reported,Yes,8700,3.2,16,9562.5
Ford,Excursion Limited,2003,67550,Diesel,Automatic,Gold,Beige,None reported,Yes,30000,6.0,22,3070.4545454545455
Ford,Excursion Limited,2004,170000,Gasoline,Automatic,Gold,Gold,None reported,Yes,8500,6.8,21,8095.238095238095
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,53000,Gasoline,Unknown,Black,Beige,None reported,Yes,47500,5.0,8,6625.0
Audi,Q8 3.0T Prestige,2019,54900,Hybrid,Automatic,Gold,Black,At least 1 accident or damage reported,Yes,48500,3.0,6,9150.0
